"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033345","KIEV, UP","1986-01-20","0.16","8.7","35","41","30"
"UPM00033345","KIEV, UP","1986-01-21","0.04","7.9","30","35","25"
"UPM00033345","KIEV, UP","1986-01-22","0.01","8.3","34","39","31"
"UPM00033345","KIEV, UP","1986-01-23","0.00","7.9","32","41","28"
"UPM00033345","KIEV, UP","1986-01-24","0.00","8.3","32","36","26"
"UPM00033345","KIEV, UP","1986-01-25","0.16","6.7","36","39","33"
"UPM00033345","KIEV, UP","1986-01-26","0.03","5.1","34","39","32"
"UPM00033345","KIEV, UP","1986-01-27","0.00","3.5","31","35","26"
"UPM00033345","KIEV, UP","1986-01-28","0.00","3.9","30","33","28"
"UPM00033345","KIEV, UP","1986-01-29","0.00","3.5","29","32","24"
"UPM00033345","KIEV, UP","1986-01-30","0.02","3.1","29","31","28"
"UPM00033345","KIEV, UP","1986-01-31","0.00","3.5","26","30","21"
"UPM00033345","KIEV, UP","1986-02-01","0.00","3.5","14","21","9"
"UPM00033345","KIEV, UP","1986-02-02","0.00","3.9","12","19","6"
"UPM00033345","KIEV, UP","1986-02-03","0.00","3.9","10","15","8"
"UPM00033345","KIEV, UP","1986-02-04","0.00",,"6","11","1"
"UPM00033345","KIEV, UP","1986-02-05","0.00","3.5","7","14","2"
"UPM00033345","KIEV, UP","1986-02-06","0.01","3.1","13","20","8"
"UPM00033345","KIEV, UP","1986-02-07","0.10","5.1","19","22","15"
"UPM00033345","KIEV, UP","1986-02-08","0.00","5.1","16","22","11"
"UPM00033345","KIEV, UP","1986-02-09","0.00","4.7","16","20","9"
"UPM00033345","KIEV, UP","1986-02-10","0.00","3.9","17","22","14"
"UPM00033345","KIEV, UP","1986-02-11","0.12","5.1","19","21","17"
"UPM00033345","KIEV, UP","1986-02-12","0.01","5.9","19","22","17"
"UPM00033345","KIEV, UP","1986-02-13","0.00","5.1","16","21","12"
"UPM00033345","KIEV, UP","1986-02-14","0.00","5.1","19","23","15"
"UPM00033345","KIEV, UP","1986-02-15","0.00","5.1","18","23","13"
"UPM00033345","KIEV, UP","1986-02-16","0.00","3.9","11","17","4"
"UPM00033345","KIEV, UP","1986-02-17","0.00","3.9","17","23","11"
"UPM00033345","KIEV, UP","1986-02-18","0.35","5.1","29","35","22"
"UPM00033345","KIEV, UP","1986-02-19","0.07","5.9","25","33","14"
"UPM00033345","KIEV, UP","1986-02-20","0.00","5.9","9","15","4"
"UPM00033345","KIEV, UP","1986-02-21","0.34","7.9","10","14","8"
"UPM00033345","KIEV, UP","1986-02-22","0.04",,"15","23","10"
"UPM00033345","KIEV, UP","1986-02-23","0.25","8.3","22","27","18"
"UPM00033345","KIEV, UP","1986-02-24","0.00","9.4","21","26","18"
"UPM00033345","KIEV, UP","1986-02-25","0.00","8.3","13","18","6"
"UPM00033345","KIEV, UP","1986-02-26","0.00","9.8","10","14","5"
"UPM00033345","KIEV, UP","1986-02-27","0.00",,"9","18","-1"
"UPM00033345","KIEV, UP","1986-02-28","0.00","9.4","16","28","8"
"UPM00033345","KIEV, UP","1986-03-01","0.01","9.4","17","22","13"
"UPM00033345","KIEV, UP","1986-03-02","0.00","10.6","13","22","0"
"UPM00033345","KIEV, UP","1986-03-03","0.00","10.2","16","29","6"
"UPM00033345","KIEV, UP","1986-03-04","0.01","9.4","17","26","8"
"UPM00033345","KIEV, UP","1986-03-05","0.00","10.2","27","33","21"
"UPM00033345","KIEV, UP","1986-03-06","0.00","9.1","28","33","24"
"UPM00033345","KIEV, UP","1986-03-07","0.00","7.9","33","41","29"
"UPM00033345","KIEV, UP","1986-03-08","0.00","6.7","34","45","28"
"UPM00033345","KIEV, UP","1986-03-09","0.00","6.3","31","35","27"
"UPM00033345","KIEV, UP","1986-03-10","0.00","4.7","32","33","30"
"UPM00033345","KIEV, UP","1986-03-11","0.00","4.3","31","35","28"
"UPM00033345","KIEV, UP","1986-03-12","0.00","3.9","28","35","23"
"UPM00033345","KIEV, UP","1986-03-13","0.00",,"28","30","26"
"UPM00033345","KIEV, UP","1986-03-14","0.00",,"29","33","27"
"UPM00033345","KIEV, UP","1986-03-15","0.00","3.9","28","35","23"
"UPM00033345","KIEV, UP","1986-03-16","0.00",,"30","37","24"
"UPM00033345","KIEV, UP","1986-03-17","0.00",,"33","41","25"
"UPM00033345","KIEV, UP","1986-03-18","0.00",,"31","37","27"
"UPM00033345","KIEV, UP","1986-03-19","0.00","1.6","33","42","27"
"UPM00033345","KIEV, UP","1986-03-20","0.00","1.6","38","47","30"
"UPM00033345","KIEV, UP","1986-03-21","0.00",,"37","45","31"
"UPM00033345","KIEV, UP","1986-03-22","0.00","0.4","38","47","32"
"UPM00033345","KIEV, UP","1986-03-23","0.00",,"38","45","33"
"UPM00033345","KIEV, UP","1986-03-24","0.19",,"35","39","32"
"UPM00033345","KIEV, UP","1986-03-25","0.03",,"33","40","27"
"UPM00033345","KIEV, UP","1986-03-26","0.07",,"41","44","36"
"UPM00033345","KIEV, UP","1986-03-27","0.10",,"41","43","39"
"UPM00033345","KIEV, UP","1986-03-28","0.00",,"41","45","38"
"UPM00033345","KIEV, UP","1986-03-29","0.02",,"42","47","36"
"UPM00033345","KIEV, UP","1986-03-30","0.00",,"50","62","40"
"UPM00033345","KIEV, UP","1986-03-31","0.00",,"50","58","42"
"UPM00033345","KIEV, UP","1986-04-01","0.02",,"53","64","41"
"UPM00033345","KIEV, UP","1986-04-02","0.02",,"46","56","37"
"UPM00033345","KIEV, UP","1986-04-03","0.00",,"51","60","41"
"UPM00033345","KIEV, UP","1986-04-04","0.00",,"56","66","46"
"UPM00033345","KIEV, UP","1986-04-05","0.00",,"51","60","44"
"UPM00033345","KIEV, UP","1986-04-06","0.00",,"52","65","42"
"UPM00033345","KIEV, UP","1986-04-07","0.00",,"59","69","49"
"UPM00033345","KIEV, UP","1986-04-08","0.00",,"60","74","47"
"UPM00033345","KIEV, UP","1986-04-09","0.00",,"62","74","50"
"UPM00033345","KIEV, UP","1986-04-10","0.00",,"61","72","48"
"UPM00033345","KIEV, UP","1986-04-11","0.00",,"50","64","43"
"UPM00033345","KIEV, UP","1986-04-12","0.00",,"34","43","28"
"UPM00033345","KIEV, UP","1986-04-13","0.52",,"31","32","28"
"UPM00033345","KIEV, UP","1986-04-14","0.27","0.8","33","35","31"
"UPM00033345","KIEV, UP","1986-04-15","0.01","0.4","36","39","34"
"UPM00033345","KIEV, UP","1986-04-16","0.00",,"42","52","32"
"UPM00033345","KIEV, UP","1986-04-17","0.00",,"48","59","38"
"UPM00033345","KIEV, UP","1986-04-18","0.02",,"49","59","43"
"UPM00033345","KIEV, UP","1986-04-19","0.08",,"50","59","45"
"UPM00033345","KIEV, UP","1986-04-20","0.04",,"50","58","42"
"UPM00033345","KIEV, UP","1986-04-21","0.00",,"46","54","38"
"UPM00033345","KIEV, UP","1986-04-22","0.00",,"52","61","41"
"UPM00033345","KIEV, UP","1986-04-23","0.00",,"56","69","45"
"UPM00033345","KIEV, UP","1986-04-24","0.00",,"57","67","44"
"UPM00033345","KIEV, UP","1986-04-25","0.00",,"60","70","53"
"UPM00033345","KIEV, UP","1986-04-26","0.21",,"58","68","49"
"UPM00033345","KIEV, UP","1986-04-27","0.01",,"55","62","48"
"UPM00033345","KIEV, UP","1986-04-28","0.00",,"55","66","44"
"UPM00033345","KIEV, UP","1986-04-29","0.00",,"60","70","52"
"UPM00033345","KIEV, UP","1986-04-30","0.00",,"65","75","54"
"UPM00033345","KIEV, UP","1986-05-01","0.00",,"66","74","58"
"UPM00033345","KIEV, UP","1986-05-02","0.00",,"54","66","47"
"UPM00033345","KIEV, UP","1986-05-03","0.00",,"49","55","44"
"UPM00033345","KIEV, UP","1986-05-04","0.00",,"48","56","40"
"UPM00033345","KIEV, UP","1986-05-05","0.00",,"50","58","42"
"UPM00033345","KIEV, UP","1986-05-06","0.00",,"47","57","35"
"UPM00033345","KIEV, UP","1986-05-07","0.00",,"52","62","40"
"UPM00033345","KIEV, UP","1986-05-08","0.00",,"60","72","49"
"UPM00033345","KIEV, UP","1986-05-09","0.02",,"63","73","52"
"UPM00033345","KIEV, UP","1986-05-10","0.01",,"60","68","53"
"UPM00033345","KIEV, UP","1986-05-11","0.00",,"62","70","53"
"UPM00033345","KIEV, UP","1986-05-12","0.05",,"62","72","53"
"UPM00033345","KIEV, UP","1986-05-13","0.08",,"57","65","50"
"UPM00033345","KIEV, UP","1986-05-14","0.00",,"61","70","49"
"UPM00033345","KIEV, UP","1986-05-15","0.00",,"64","74","54"
"UPM00033345","KIEV, UP","1986-05-16","0.00",,"67","76","54"
"UPM00033345","KIEV, UP","1986-05-17","0.00",,"69","78","59"
"UPM00033345","KIEV, UP","1986-05-18","0.00",,"61","71","54"
"UPM00033345","KIEV, UP","1986-05-19","0.00",,"64","71","56"
"UPM00033345","KIEV, UP","1986-05-20","0.51",,"63","74","58"
"UPM00033345","KIEV, UP","1986-05-21","0.00",,"61","67","54"
"UPM00033345","KIEV, UP","1986-05-22","0.00",,"63","72","51"
"UPM00033345","KIEV, UP","1986-05-23","0.00",,"68","74","62"
"UPM00033345","KIEV, UP","1986-05-24","0.00",,"68","76","58"
"UPM00033345","KIEV, UP","1986-05-25","0.00",,"66","79","58"
"UPM00033345","KIEV, UP","1986-05-26","0.00",,"60","70","49"
"UPM00033345","KIEV, UP","1986-05-27","0.00",,"67","78","56"
"UPM00033345","KIEV, UP","1986-05-28","0.00",,"73","83","59"
"UPM00033345","KIEV, UP","1986-05-29","0.00",,"74","82","65"
"UPM00033345","KIEV, UP","1986-05-30","0.00",,"74","85","63"
"UPM00033345","KIEV, UP","1986-05-31","0.00",,"71","84","61"
"UPM00033345","KIEV, UP","1986-06-01","0.03",,"72","84","62"
"UPM00033345","KIEV, UP","1986-06-02","0.50",,"69","76","62"
"UPM00033345","KIEV, UP","1986-06-03","0.24",,"63","72","58"
"UPM00033345","KIEV, UP","1986-06-04","0.00",,"60","69","51"
"UPM00033345","KIEV, UP","1986-06-05","0.00",,"65","75","57"
"UPM00033345","KIEV, UP","1986-06-06","0.00",,"69","79","61"
"UPM00033345","KIEV, UP","1986-06-07","0.00",,"67","79","61"
"UPM00033345","KIEV, UP","1986-06-08","0.29",,"60","70","53"
"UPM00033345","KIEV, UP","1986-06-09","0.07",,"67","77","60"
"UPM00033345","KIEV, UP","1986-06-10","0.00",,"73","83","65"
"UPM00033345","KIEV, UP","1986-06-11","0.00",,"76","85","68"
"UPM00033345","KIEV, UP","1986-06-12","0.00",,"76","86","66"
"UPM00033345","KIEV, UP","1986-06-13","0.00",,"78","85","69"
"UPM00033345","KIEV, UP","1986-06-14","0.04",,"78","87","68"
"UPM00033345","KIEV, UP","1986-06-15","0.00",,"74","80","68"
"UPM00033345","KIEV, UP","1986-06-16","0.00",,"72","80","62"
"UPM00033345","KIEV, UP","1986-06-17","0.00",,"72","78","64"
"UPM00033345","KIEV, UP","1986-06-18","0.00",,"70","78","62"
"UPM00033345","KIEV, UP","1986-06-19","0.00",,"71","82","62"
"UPM00033345","KIEV, UP","1986-06-20","0.00",,"76","83","66"
"UPM00033345","KIEV, UP","1986-06-21","0.26",,"69","77","62"
"UPM00033345","KIEV, UP","1986-06-22","0.63",,"61","65","56"
"UPM00033345","KIEV, UP","1986-06-23","0.44",,"56","65","49"
"UPM00033345","KIEV, UP","1986-06-24","0.37",,"53","60","47"
"UPM00033345","KIEV, UP","1986-06-25","0.00",,"55","61","45"
"UPM00033345","KIEV, UP","1986-06-26","0.16",,"53","59","50"
"UPM00033345","KIEV, UP","1986-06-27","0.23",,"57","64","52"
"UPM00033345","KIEV, UP","1986-06-28","0.53",,"59","68","54"
"UPM00033345","KIEV, UP","1986-06-29","0.00",,"63","73","54"
"UPM00033345","KIEV, UP","1986-06-30","0.04",,"65","74","58"
"UPM00033345","KIEV, UP","1986-07-01","0.00",,"68","77","57"
"UPM00033345","KIEV, UP","1986-07-02","0.00",,"69","76","60"
"UPM00033345","KIEV, UP","1986-07-03","0.00",,"72","82","62"
"UPM00033345","KIEV, UP","1986-07-04","0.00",,"78","87","67"
"UPM00033345","KIEV, UP","1986-07-05","0.03",,"76","87","68"
"UPM00033345","KIEV, UP","1986-07-06","0.00",,"76","86","65"
"UPM00033345","KIEV, UP","1986-07-07","0.00",,"77","87","66"
"UPM00033345","KIEV, UP","1986-07-08","0.15",,"73","84","65"
"UPM00033345","KIEV, UP","1986-07-09","0.07",,"63","72","55"
"UPM00033345","KIEV, UP","1986-07-10","0.23",,"58","67","54"
"UPM00033345","KIEV, UP","1986-07-11","0.00",,"57","66","51"
"UPM00033345","KIEV, UP","1986-07-12","0.00",,"58","67","50"
"UPM00033345","KIEV, UP","1986-07-13","0.00",,"60","68","51"
"UPM00033345","KIEV, UP","1986-07-14","0.00",,"60","70","52"
"UPM00033345","KIEV, UP","1986-07-15","0.06",,"61","69","55"
"UPM00033345","KIEV, UP","1986-07-16","0.00",,"64","75","54"
"UPM00033345","KIEV, UP","1986-07-17","0.01",,"65","72","56"
"UPM00033345","KIEV, UP","1986-07-18","0.14",,"65","75","59"
"UPM00033345","KIEV, UP","1986-07-19","0.00",,"70","79","60"
"UPM00033345","KIEV, UP","1986-07-20","0.00",,"72","81","62"
"UPM00033345","KIEV, UP","1986-07-21","0.00",,"74","85","62"
"UPM00033345","KIEV, UP","1986-07-22","0.53",,"66","76","63"
"UPM00033345","KIEV, UP","1986-07-23","0.00",,"64","70","60"
"UPM00033345","KIEV, UP","1986-07-24","0.00",,"69","79","60"
"UPM00033345","KIEV, UP","1986-07-25","1.02",,"61","76","53"
"UPM00033345","KIEV, UP","1986-07-26","0.02",,"56","65","50"
"UPM00033345","KIEV, UP","1986-07-27","0.21",,"57","63","52"
"UPM00033345","KIEV, UP","1986-07-28","0.67",,"60","71","57"
"UPM00033345","KIEV, UP","1986-07-29","0.31",,"65","75","57"
"UPM00033345","KIEV, UP","1986-07-30","0.20",,"68","77","60"
"UPM00033345","KIEV, UP","1986-07-31","0.00",,"71","80","62"
"UPM00033345","KIEV, UP","1986-08-01","0.00",,"73","82","62"
"UPM00033345","KIEV, UP","1986-08-02","0.00",,"76","85","65"
"UPM00033345","KIEV, UP","1986-08-03","0.00",,"75","82","68"
"UPM00033345","KIEV, UP","1986-08-04","0.00",,"76","85","69"
"UPM00033345","KIEV, UP","1986-08-05","0.00",,"75","84","66"
"UPM00033345","KIEV, UP","1986-08-06","0.00",,"75","84","66"
"UPM00033345","KIEV, UP","1986-08-07","0.00",,"74","82","67"
"UPM00033345","KIEV, UP","1986-08-08","0.07",,"75","85","67"
"UPM00033345","KIEV, UP","1986-08-09","0.00",,"76","88","68"
"UPM00033345","KIEV, UP","1986-08-10","0.00",,"70","79","62"
"UPM00033345","KIEV, UP","1986-08-11","0.00",,"69","76","61"
"UPM00033345","KIEV, UP","1986-08-12","0.00",,"72","83","63"
"UPM00033345","KIEV, UP","1986-08-13","0.30",,"76","88","67"
"UPM00033345","KIEV, UP","1986-08-14","0.18",,"66","70","63"
"UPM00033345","KIEV, UP","1986-08-15","0.00",,"62","71","52"
"UPM00033345","KIEV, UP","1986-08-16","0.00",,"63","74","52"
"UPM00033345","KIEV, UP","1986-08-17","0.01",,"69","83","57"
"UPM00033345","KIEV, UP","1986-08-18","0.18",,"69","79","63"
"UPM00033345","KIEV, UP","1986-08-19","0.35",,"67","73","63"
"UPM00033345","KIEV, UP","1986-08-20","0.31",,"68","77","63"
"UPM00033345","KIEV, UP","1986-08-21","0.12",,"59","68","56"
"UPM00033345","KIEV, UP","1986-08-22","0.19",,"57","65","52"
"UPM00033345","KIEV, UP","1986-08-23","0.00",,"62","75","52"
"UPM00033345","KIEV, UP","1986-08-24","0.13",,"65","75","60"
"UPM00033345","KIEV, UP","1986-08-25","1.65",,"58","66","54"
"UPM00033345","KIEV, UP","1986-08-26","0.44",,"58","66","52"
"UPM00033345","KIEV, UP","1986-08-27","0.00",,"60","71","49"
"UPM00033345","KIEV, UP","1986-08-28","0.00",,"65","76","55"
"UPM00033345","KIEV, UP","1986-08-29","0.00",,"69","81","56"
"UPM00033345","KIEV, UP","1986-08-30","0.00",,"67","76","60"
"UPM00033345","KIEV, UP","1986-08-31","0.55",,"58","64","51"
"UPM00033345","KIEV, UP","1986-09-01","0.03",,"56","65","49"
"UPM00033345","KIEV, UP","1986-09-02","0.00",,"56","65","49"
"UPM00033345","KIEV, UP","1986-09-03","0.00",,"59","68","53"
"UPM00033345","KIEV, UP","1986-09-04","0.00",,"63","75","51"
"UPM00033345","KIEV, UP","1986-09-05","0.15",,"53","67","49"
"UPM00033345","KIEV, UP","1986-09-06","0.00",,"53","60","49"
"UPM00033345","KIEV, UP","1986-09-07","0.00",,"60","71","51"
"UPM00033345","KIEV, UP","1986-09-08","0.00",,"60","67","54"
"UPM00033345","KIEV, UP","1986-09-09","0.00",,"59","68","54"
"UPM00033345","KIEV, UP","1986-09-10","0.01",,"55","62","50"
"UPM00033345","KIEV, UP","1986-09-11","0.00",,"62","79","47"
"UPM00033345","KIEV, UP","1986-09-12","0.00",,"64","76","55"
"UPM00033345","KIEV, UP","1986-09-13","0.00",,"67","77","59"
"UPM00033345","KIEV, UP","1986-09-14","0.17",,"58","67","54"
"UPM00033345","KIEV, UP","1986-09-15","0.00",,"60","69","53"
"UPM00033345","KIEV, UP","1986-09-16","0.00",,"71","83","60"
"UPM00033345","KIEV, UP","1986-09-17","0.00",,"58","73","52"
"UPM00033345","KIEV, UP","1986-09-18","0.00",,"52","58","49"
"UPM00033345","KIEV, UP","1986-09-19","0.00",,"50","54","47"
"UPM00033345","KIEV, UP","1986-09-20","0.00",,"49","58","40"
"UPM00033345","KIEV, UP","1986-09-21","0.00",,"54","58","52"
"UPM00033345","KIEV, UP","1986-09-22","0.00",,"56","64","49"
"UPM00033345","KIEV, UP","1986-09-23","0.08",,"52","57","48"
"UPM00033345","KIEV, UP","1986-09-24","0.24",,"47","52","42"
"UPM00033345","KIEV, UP","1986-09-25","0.12",,"44","48","41"
"UPM00033345","KIEV, UP","1986-09-26","0.00",,"45","53","39"
"UPM00033345","KIEV, UP","1986-09-27","0.00",,"42","51","35"
"UPM00033345","KIEV, UP","1986-09-28","0.00",,"40","46","34"
"UPM00033345","KIEV, UP","1986-09-29","0.00",,"43","56","32"
"UPM00033345","KIEV, UP","1986-09-30","0.07",,"50","55","46"
"UPM00033345","KIEV, UP","1986-10-01","0.00",,"47","54","41"
"UPM00033345","KIEV, UP","1986-10-02","0.00",,"52","56","49"
"UPM00033345","KIEV, UP","1986-10-03","0.00",,"53","60","49"
"UPM00033345","KIEV, UP","1986-10-04","0.00",,"48","53","44"
"UPM00033345","KIEV, UP","1986-10-05","0.00",,"42","46","37"
"UPM00033345","KIEV, UP","1986-10-06","0.00",,"42","48","36"
"UPM00033345","KIEV, UP","1986-10-07","0.20",,"39","47","34"
"UPM00033345","KIEV, UP","1986-10-08","0.03",,"46","54","39"
"UPM00033345","KIEV, UP","1986-10-09","0.04",,"45","52","39"
"UPM00033345","KIEV, UP","1986-10-10","0.00",,"43","53","35"
"UPM00033345","KIEV, UP","1986-10-11","0.00",,"53","62","47"
"UPM00033345","KIEV, UP","1986-10-12","0.01",,"49","54","42"
"UPM00033345","KIEV, UP","1986-10-13","0.00",,"40","46","33"
"UPM00033345","KIEV, UP","1986-10-14","0.00",,"45","58","35"
"UPM00033345","KIEV, UP","1986-10-15","0.00",,"48","60","36"
"UPM00033345","KIEV, UP","1986-10-16","0.00",,"49","62","40"
"UPM00033345","KIEV, UP","1986-10-17","0.00",,"50","59","41"
"UPM00033345","KIEV, UP","1986-10-18","0.00",,"48","56","42"
"UPM00033345","KIEV, UP","1986-10-19","0.00",,"44","53","36"
"UPM00033345","KIEV, UP","1986-10-20","0.00",,"48","56","45"
"UPM00033345","KIEV, UP","1986-10-21","0.04",,"49","52","47"
"UPM00033345","KIEV, UP","1986-10-22","0.00",,"46","51","42"
"UPM00033345","KIEV, UP","1986-10-23","0.00",,"53","65","44"
"UPM00033345","KIEV, UP","1986-10-24","0.33",,"52","59","48"
"UPM00033345","KIEV, UP","1986-10-25","0.28",,"44","48","40"
"UPM00033345","KIEV, UP","1986-10-26","0.00",,"39","46","33"
"UPM00033345","KIEV, UP","1986-10-27","0.00",,"38","47","32"
"UPM00033345","KIEV, UP","1986-10-28","0.00",,"36","41","30"
"UPM00033345","KIEV, UP","1986-10-29","0.00",,"38","39","36"
"UPM00033345","KIEV, UP","1986-10-30","0.00",,"36","38","35"
"UPM00033345","KIEV, UP","1986-10-31","0.00",,"38","40","36"
"UPM00033345","KIEV, UP","1986-11-01","0.00",,"38","40","37"
"UPM00033345","KIEV, UP","1986-11-02","0.00",,"36","38","35"
"UPM00033345","KIEV, UP","1986-11-03","0.06",,"38","41","35"
"UPM00033345","KIEV, UP","1986-11-04","0.00",,"36","39","33"
"UPM00033345","KIEV, UP","1986-11-05","0.00",,"33","40","27"
"UPM00033345","KIEV, UP","1986-11-06","0.11",,"36","38","34"
"UPM00033345","KIEV, UP","1986-11-07","0.10",,"36","40","34"
"UPM00033345","KIEV, UP","1986-11-08","0.10",,"35","37","33"
"UPM00033345","KIEV, UP","1986-11-09","0.00",,"34","38","31"
"UPM00033345","KIEV, UP","1986-11-10","0.00",,"39","42","35"
"UPM00033345","KIEV, UP","1986-11-11","0.00",,"37","45","32"
"UPM00033345","KIEV, UP","1986-11-12","0.00",,"40","49","31"
"UPM00033345","KIEV, UP","1986-11-13","0.00",,"40","44","37"
"UPM00033345","KIEV, UP","1986-11-14","0.00",,"32","41","26"
"UPM00033345","KIEV, UP","1986-11-15","0.00",,"29","36","23"
"UPM00033345","KIEV, UP","1986-11-16","0.00",,"37","40","34"
"UPM00033345","KIEV, UP","1986-11-17","0.00",,"38","41","35"
"UPM00033345","KIEV, UP","1986-11-18","0.33",,"39","44","37"
"UPM00033345","KIEV, UP","1986-11-19","0.36",,"36","42","32"
"UPM00033345","KIEV, UP","1986-11-20","0.02",,"34","36","32"
"UPM00033345","KIEV, UP","1986-11-21","0.00",,"36","38","34"
"UPM00033345","KIEV, UP","1986-11-22","0.00",,"37","39","36"
"UPM00033345","KIEV, UP","1986-11-23","0.00",,"34","36","33"
"UPM00033345","KIEV, UP","1986-11-24","0.00",,"32","35","31"
"UPM00033345","KIEV, UP","1986-11-25","0.10",,"31","32","30"
"UPM00033345","KIEV, UP","1986-11-26","0.00","1.2","32","33","31"
"UPM00033345","KIEV, UP","1986-11-27","0.00",,"26","32","21"
"UPM00033345","KIEV, UP","1986-11-28","0.00",,"30","35","24"
"UPM00033345","KIEV, UP","1986-11-29","0.00",,"35","37","33"
"UPM00033345","KIEV, UP","1986-11-30","0.01",,"35","37","33"
"UPM00033345","KIEV, UP","1986-12-01","0.00",,"35","38","33"
"UPM00033345","KIEV, UP","1986-12-02","0.00",,"34","40","29"
"UPM00033345","KIEV, UP","1986-12-03","0.01",,"35","40","31"
"UPM00033345","KIEV, UP","1986-12-04","0.02",,"44","51","35"
"UPM00033345","KIEV, UP","1986-12-05","0.00",,"46","49","44"
"UPM00033345","KIEV, UP","1986-12-06","0.00",,"46","56","42"
"UPM00033345","KIEV, UP","1986-12-07","0.00",,"42","45","36"
"UPM00033345","KIEV, UP","1986-12-08","0.00",,"26","36","22"
"UPM00033345","KIEV, UP","1986-12-09","0.00",,"22","27","18"
"UPM00033345","KIEV, UP","1986-12-10","0.00",,"22","29","17"
"UPM00033345","KIEV, UP","1986-12-11","0.00",,"25","29","18"
"UPM00033345","KIEV, UP","1986-12-12","0.00",,"26","29","22"
"UPM00033345","KIEV, UP","1986-12-13","0.06",,"28","29","27"
"UPM00033345","KIEV, UP","1986-12-14","0.01","0.4","23","28","17"
"UPM00033345","KIEV, UP","1986-12-15","0.00","0.4","26","29","24"
"UPM00033345","KIEV, UP","1986-12-16","0.46",,"22","27","17"
"UPM00033345","KIEV, UP","1986-12-17","0.00","2.8","15","20","11"
"UPM00033345","KIEV, UP","1986-12-18","0.00","2.8","27","33","20"
"UPM00033345","KIEV, UP","1986-12-19","0.00","2.4","25","30","21"
"UPM00033345","KIEV, UP","1986-12-20","0.91","3.5","31","33","25"
"UPM00033345","KIEV, UP","1986-12-21","0.22","9.8","29","32","26"
"UPM00033345","KIEV, UP","1986-12-22","0.00","8.7","22","27","18"
"UPM00033345","KIEV, UP","1986-12-23","0.19",,"22","25","17"
"UPM00033345","KIEV, UP","1986-12-24","0.72","15.4","22","26","18"
"UPM00033345","KIEV, UP","1986-12-25","0.04",,"17","19","14"
"UPM00033345","KIEV, UP","1986-12-26","0.02","16.9","10","15","4"
"UPM00033345","KIEV, UP","1986-12-27","0.01",,"8","9","4"
"UPM00033345","KIEV, UP","1986-12-28","0.00",,"2","8","-1"
"UPM00033345","KIEV, UP","1986-12-29","0.00","16.9","11","14","4"
"UPM00033345","KIEV, UP","1986-12-30","0.09","15.7","28","36","13"
"UPM00033345","KIEV, UP","1986-12-31","0.01","16.9","24","31","20"
"UPM00033345","KIEV, UP","1987-01-01","0.09","16.9","20","23","16"
"UPM00033345","KIEV, UP","1987-01-02","0.17",,"13","23","4"
"UPM00033345","KIEV, UP","1987-01-03","0.00","17.7","2","5","-1"
"UPM00033345","KIEV, UP","1987-01-04","0.01","15.7","6","13","-2"
"UPM00033345","KIEV, UP","1987-01-05","0.00","16.5","-1","9","-7"
"UPM00033345","KIEV, UP","1987-01-06","0.07","16.9","11","19","-5"
"UPM00033345","KIEV, UP","1987-01-07","0.07","18.1","12","22","-4"
"UPM00033345","KIEV, UP","1987-01-08","0.00",,"-10","-3","-15"
"UPM00033345","KIEV, UP","1987-01-09","0.00","17.7","-13","-4","-18"
"UPM00033345","KIEV, UP","1987-01-10","0.00","17.3","-9","-1","-14"
"UPM00033345","KIEV, UP","1987-01-11","0.26","17.7","-4","5","-14"
"UPM00033345","KIEV, UP","1987-01-12","0.96",,"18","28","5"
"UPM00033345","KIEV, UP","1987-01-13","0.24","23.6","14","32","-1"
"UPM00033345","KIEV, UP","1987-01-14","0.29","24.4","0","3","-4"
"UPM00033345","KIEV, UP","1987-01-15","0.00","30.3","-2","3","-8"
"UPM00033345","KIEV, UP","1987-01-16","0.00","30.3","-1","7","-8"
"UPM00033345","KIEV, UP","1987-01-17","0.08","30.3","7","13","2"
"UPM00033345","KIEV, UP","1987-01-18","0.01","29.9","8","12","2"
"UPM00033345","KIEV, UP","1987-01-19","0.00","29.5","5","11","0"
"UPM00033345","KIEV, UP","1987-01-20","0.01","28.7","5","10","2"
"UPM00033345","KIEV, UP","1987-01-21","0.02",,"6","9","4"
"UPM00033345","KIEV, UP","1987-01-22","0.01","28.3","12","16","6"
"UPM00033345","KIEV, UP","1987-01-23","0.10","27.2","17","19","15"
"UPM00033345","KIEV, UP","1987-01-24","0.02","28.0","16","22","10"
"UPM00033345","KIEV, UP","1987-01-25","0.07","25.6","12","20","4"
"UPM00033345","KIEV, UP","1987-01-26","0.11","24.0","27","31","19"
"UPM00033345","KIEV, UP","1987-01-27","0.03","25.2","20","25","17"
"UPM00033345","KIEV, UP","1987-01-28","0.00","24.4","17","24","10"
"UPM00033345","KIEV, UP","1987-01-29","0.00","22.8","13","25","1"
"UPM00033345","KIEV, UP","1987-01-30","0.00","22.4","-1","7","-8"
"UPM00033345","KIEV, UP","1987-01-31","0.00","23.2","7","19","-1"
"UPM00033345","KIEV, UP","1987-02-01","0.00","23.2","18","23","15"
"UPM00033345","KIEV, UP","1987-02-02","0.00",,"26","32","22"
"UPM00033345","KIEV, UP","1987-02-03","0.00","22.0","26","32","19"
"UPM00033345","KIEV, UP","1987-02-04","0.00","22.8","23","32","14"
